store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,gift_wrapping_available,is_returnable,features,overlay,video_blocks,roundels,video_title,video_url,series_name,series_id,next_day_delivery_control,badges,video_tracking_id,dimensions,ean,google_product_category,url_key,price,special_price,cost,weight,msrp,gift_wrapping_price,manufacturer,color,status,is_recurring,visibility,tax_class_id,ebizmarts_mark_visited,comfort,delivery_time,edisupplier,mattress_sided,product_overlay,product_type,range,size,spring_system,matt_depth,psbc_springs,psbc_comfort,psbc_firmness,psbc_offer,quilt_type,description,short_description,meta_keyword,custom_layout_update,quick_description,video_text,mini_description,image_description,product_listing_description,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,website,_media_image,_media_lable,_media_position,_media_is_disabled,fabric,headboard_style,muk_features,studio_color,studio_mattress,studio_storage,studio_style,muk_brand,muk_comfort,muk_price,muk_spring,studio_id,base_type,storage,ready_made_collection,what_included,headboard_inc,collection_new,muk_size,muk_awards,lingo24_disabled,fibre_content,related_tgtr_position_limit,related_tgtr_position_behavior,upsell_tgtr_position_limit,upsell_tgtr_position_behavior,bedstead_type,slat_type,supplier_sku,heating_type,power_output,dog_chara,dog_extra,dog_features,dog_weight,dog_fabric,dog_range,dog_color,dog_size,top_guar,top_filling,top_tog,top_type,bedding_bundle_additions,pillow_bestfor,pillow_option
admin,"base,base_mattress",Mattresses,simple,"177,179,185",25SPEM120MM0001,0,"Silentnight Comfort Pocket Essentials Memory Mattress, Small Double",,,/c/o/core_a_essentials_1000_pocket_matt_corner_co_3.jpg,/c/o/core_a_essentials_1000_pocket_matt_corner_co_3.jpg,/c/o/core_a_essentials_1000_pocket_matt_corner_co_3.jpg,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,No,Use config,Memory Foam,,,,,,Silentnight Essentials 1000 Memory Mattress,SE10MM,No,,,,5.04E+12,Furniture > Beds & Accessories > Mattresses,silentnight-essentials-1000-memory-mattress-small-double,324.17,,,0,,,Silentnight,None,Enabled,No,Not Visible Individually,Taxable Goods,No,Medium/Firm,2 Weeks,Silentnight,,,Mattress,Essentials,Small Double (4'),,,Please select...,Please select...,Please select...,Please select...,,"<a href=""http://www.silentnightgroup.co.uk/Download/Certificate/1235/Essentials%20Collection/Comfort%20Essentials/flammability_certificate_silentnight.pdf/?retailer=General%20Consumer"" target=""_blank""><img src=""{{media url=""/wysiwyg/home/navigation/fire-safety-logo.png""}}"" style=""width:150px;"" align=""right"" style=""padding: 15px 15px 15px 15px;""></a><h4><strong>Our new Essentials range</strong></h4><p>The new essentials range from Silentnight offers great quality products at affordable prices.</p><h4><strong>Mirapocket® Spring system</strong></h4><p>Our Mirapocket® spring system will offers the following great benefits:<ul><li>Offers various spring  to meet your individual comfort needs, allowing you to find your perfect comfort solution for a great night's sleep.</li><li>Individual responsive spring system providing zoned support.</li><li>Pressure relief for a comfortable night's sleep.</li><li>Edge to edge support providing more presonal sleep space.</li></ul><h4><strong>Memory Foam</strong></h4><p>Body moulding memory foam for pressure relief and soothing comfort.</p><h4><strong>Hypoallergenic</strong></h4><p>This mattress is hypoallergenic and dust mite resistant for a healthier sleep.</p><h4><strong>Quality Assurance</strong></h4><ul><li>Accredited onsite laboratory to bring the best products to you.</li><li>Every Silentnight mattress type is tested to ensure it exceeds all British standards.</li><li>We are full members of the Furniture Industry Sustainability Program.</li><br><h4><strong>Fibre Content</strong></h4><p>Sleep Surface - 100% Polyester<br>Underside - 60% Polypropylene / 40% Polyester<br>Side Border - 64% Polyester / 36% Polypropylene</br><br><b>Listed spring counts are based on a king size mattress (measuring 5ft x 6ft 6in /150cm x 200cm). The amount of springs will alter on a pro-rata basis dependent on mattress size.</b></ul>
",<ul><li>1000 Mirapocket spring system</li><li>Body moulding memory foam</li><li>Hypoallergenic and dust mite free</li><li>Mattress Depth: 25cm</li><li>Comfort: Medium/Firm</li></ul>,,,,,<ul><li>1000 Mirapocket spring system</li><li>Body moulding memory foam</li><li>Hypoallergenic and dust mite free</li><li>Mattress Depth: 25cm</li><li>Comfort: Medium/Firm</li></ul>,,,,,,,,,100,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,1,0,0,0,1,"Silentnight Comfort Pocket Essentials Memory Mattress, Small Double",0,simple,,,,,,,,,,Memory Foam,,,,,Silentnight,Medium/Firm,low,Mirapocket,,,,,,,,Small Double (4'),,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,"base,base_mattress",Mattresses,simple,"165,177",25SPEM135MM0001,0,"Silentnight Comfort Pocket Essentials Memory Mattress, Double",,,/c/o/core_a_essentials_1000_pocket_matt_corner_co_4.jpg,/c/o/core_a_essentials_1000_pocket_matt_corner_co_4.jpg,/c/o/core_a_essentials_1000_pocket_matt_corner_co_4.jpg,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,No,Use config,Memory Foam,,,,,,Silentnight Essentials 1000 Memory Mattress,SE10MM,No,,,,5.04E+12,Furniture > Beds & Accessories > Mattresses,silentnight-essentials-1000-memory-mattress-double,324.17,,,0,,,Silentnight,None,Enabled,No,Not Visible Individually,Taxable Goods,No,Medium/Firm,2 Weeks,Silentnight,,,Mattress,Essentials,"Double (4'6"")",,,Please select...,Please select...,Please select...,Please select...,,"<a href=""http://www.silentnightgroup.co.uk/Download/Certificate/1235/Essentials%20Collection/Comfort%20Essentials/flammability_certificate_silentnight.pdf/?retailer=General%20Consumer"" target=""_blank""><img src=""{{media url=""/wysiwyg/home/navigation/fire-safety-logo.png""}}"" style=""width:150px;"" align=""right"" style=""padding: 15px 15px 15px 15px;""></a><h4><strong>Our new Essentials range</strong></h4><p>The new essentials range from Silentnight offers great quality products at affordable prices.</p><h4><strong>Mirapocket® Spring system</strong></h4><p>Our Mirapocket® spring system will offers the following great benefits:<ul><li>Offers various spring  to meet your individual comfort needs, allowing you to find your perfect comfort solution for a great night's sleep.</li><li>Individual responsive spring system providing zoned support.</li><li>Pressure relief for a comfortable night's sleep.</li><li>Edge to edge support providing more presonal sleep space.</li></ul><h4><strong>Memory Foam</strong></h4><p>Body moulding memory foam for pressure relief and soothing comfort.</p><h4><strong>Hypoallergenic</strong></h4><p>This mattress is hypoallergenic and dust mite resistant for a healthier sleep.</p><h4><strong>Quality Assurance</strong></h4><ul><li>Accredited onsite laboratory to bring the best products to you.</li><li>Every Silentnight mattress type is tested to ensure it exceeds all British standards.</li><li>We are full members of the Furniture Industry Sustainability Program.</li><br><h4><strong>Fibre Content</strong></h4><p>Sleep Surface - 100% Polyester<br>Underside - 60% Polypropylene / 40% Polyester<br>Side Border - 64% Polyester / 36% Polypropylene</br><br><b>Listed spring counts are based on a king size mattress (measuring 5ft x 6ft 6in /150cm x 200cm). The amount of springs will alter on a pro-rata basis dependent on mattress size.</b></ul>
",<ul><li>1000 Mirapocket spring system</li><li>Body moulding memory foam</li><li>Hypoallergenic and dust mite free</li><li>Mattress Depth: 25cm</li><li>Comfort: Medium/Firm</li></ul>,,,,,<ul><li>1000 Mirapocket spring system</li><li>Body moulding memory foam</li><li>Hypoallergenic and dust mite free</li><li>Mattress Depth: 25cm</li><li>Comfort: Medium/Firm</li></ul>,,,,,,,,,100,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,1,0,0,0,1,"Silentnight Comfort Pocket Essentials Memory Mattress, Double",0,simple,,,,,,,,,,Memory Foam,,,,,Silentnight,Medium/Firm,low,Mirapocket,,,,,,,,"Double (4'6"")",,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,"base,base_mattress",Mattresses,simple,"166,177",25SPEM150MM0001,0,"Silentnight Comfort Pocket Essentials Memory Mattress, King Size",,,/c/o/core_a_essentials_1000_pocket_matt_corner_co_5.jpg,/c/o/core_a_essentials_1000_pocket_matt_corner_co_5.jpg,/c/o/core_a_essentials_1000_pocket_matt_corner_co_5.jpg,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,No,Use config,Memory Foam,,,,,,Silentnight Essentials 1000 Memory Mattress,SE10MM,No,,,,5.04E+12,Furniture > Beds & Accessories > Mattresses,silentnight-essentials-1000-memory-mattress-king,374.17,,,0,,,Silentnight,None,Enabled,No,Not Visible Individually,Taxable Goods,No,Medium/Firm,2 Weeks,Silentnight,,,Mattress,Essentials,King (5'),,,Please select...,Please select...,Please select...,Please select...,,"<a href=""http://www.silentnightgroup.co.uk/Download/Certificate/1235/Essentials%20Collection/Comfort%20Essentials/flammability_certificate_silentnight.pdf/?retailer=General%20Consumer"" target=""_blank""><img src=""{{media url=""/wysiwyg/home/navigation/fire-safety-logo.png""}}"" style=""width:150px;"" align=""right"" style=""padding: 15px 15px 15px 15px;""></a><h4><strong>Our new Essentials range</strong></h4><p>The new essentials range from Silentnight offers great quality products at affordable prices.</p><h4><strong>Mirapocket® Spring system</strong></h4><p>Our Mirapocket® spring system will offers the following great benefits:<ul><li>Offers various spring  to meet your individual comfort needs, allowing you to find your perfect comfort solution for a great night's sleep.</li><li>Individual responsive spring system providing zoned support.</li><li>Pressure relief for a comfortable night's sleep.</li><li>Edge to edge support providing more presonal sleep space.</li></ul><h4><strong>Memory Foam</strong></h4><p>Body moulding memory foam for pressure relief and soothing comfort.</p><h4><strong>Hypoallergenic</strong></h4><p>This mattress is hypoallergenic and dust mite resistant for a healthier sleep.</p><h4><strong>Quality Assurance</strong></h4><ul><li>Accredited onsite laboratory to bring the best products to you.</li><li>Every Silentnight mattress type is tested to ensure it exceeds all British standards.</li><li>We are full members of the Furniture Industry Sustainability Program.</li><br><h4><strong>Fibre Content</strong></h4><p>Sleep Surface - 100% Polyester<br>Underside - 60% Polypropylene / 40% Polyester<br>Side Border - 64% Polyester / 36% Polypropylene</br><br><b>Listed spring counts are based on a king size mattress (measuring 5ft x 6ft 6in /150cm x 200cm). The amount of springs will alter on a pro-rata basis dependent on mattress size.</b></ul>
",<ul><li>1000 Mirapocket spring system</li><li>Body moulding memory foam</li><li>Hypoallergenic and dust mite free</li><li>Mattress Depth: 25cm</li><li>Comfort: Medium/Firm</li></ul>,,,,,<ul><li>1000 Mirapocket spring system</li><li>Body moulding memory foam</li><li>Hypoallergenic and dust mite free</li><li>Mattress Depth: 25cm</li><li>Comfort: Medium/Firm</li></ul>,,,,,,,,,100,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,1,0,0,0,1,"Silentnight Comfort Pocket Essentials Memory Mattress, King Size",0,simple,,,,,,,,,,Memory Foam,,,,,Silentnight,Medium/Firm,low,Mirapocket,,,,,,,,King Size (5'),,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,"base,base_mattress",Mattresses,simple,"167,177",25SPEM180MM0001,0,"Silentnight Comfort Pocket Essentials Memory Mattress, Super King",,,/c/o/core_a_essentials_1000_pocket_matt_corner_co_6.jpg,/c/o/core_a_essentials_1000_pocket_matt_corner_co_6.jpg,/c/o/core_a_essentials_1000_pocket_matt_corner_co_6.jpg,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,No,Use config,Memory Foam,,,,,,Silentnight Essentials 1000 Memory Mattress,SE10MM,No,,,,5.04E+12,Furniture > Beds & Accessories > Mattresses,silentnight-essentials-1000-memory-mattress-super-king,440.83,,,0,,,Silentnight,None,Enabled,No,Not Visible Individually,Taxable Goods,No,Medium/Firm,2 Weeks,Silentnight,,,Mattress,Essentials,Super King (6'),,,Please select...,Please select...,Please select...,Please select...,,"<a href=""http://www.silentnightgroup.co.uk/Download/Certificate/1235/Essentials%20Collection/Comfort%20Essentials/flammability_certificate_silentnight.pdf/?retailer=General%20Consumer"" target=""_blank""><img src=""{{media url=""/wysiwyg/home/navigation/fire-safety-logo.png""}}"" style=""width:150px;"" align=""right"" style=""padding: 15px 15px 15px 15px;""></a><h4><strong>Our new Essentials range</strong></h4><p>The new essentials range from Silentnight offers great quality products at affordable prices.</p><h4><strong>Mirapocket® Spring system</strong></h4><p>Our Mirapocket® spring system will offers the following great benefits:<ul><li>Offers various spring  to meet your individual comfort needs, allowing you to find your perfect comfort solution for a great night's sleep.</li><li>Individual responsive spring system providing zoned support.</li><li>Pressure relief for a comfortable night's sleep.</li><li>Edge to edge support providing more presonal sleep space.</li></ul><h4><strong>Memory Foam</strong></h4><p>Body moulding memory foam for pressure relief and soothing comfort.</p><h4><strong>Hypoallergenic</strong></h4><p>This mattress is hypoallergenic and dust mite resistant for a healthier sleep.</p><h4><strong>Quality Assurance</strong></h4><ul><li>Accredited onsite laboratory to bring the best products to you.</li><li>Every Silentnight mattress type is tested to ensure it exceeds all British standards.</li><li>We are full members of the Furniture Industry Sustainability Program.</li><br><h4><strong>Fibre Content</strong></h4><p>Sleep Surface - 100% Polyester<br>Underside - 60% Polypropylene / 40% Polyester<br>Side Border - 64% Polyester / 36% Polypropylene</br><br><b>Listed spring counts are based on a king size mattress (measuring 5ft x 6ft 6in /150cm x 200cm). The amount of springs will alter on a pro-rata basis dependent on mattress size.</b></ul>
",<ul><li>1000 Mirapocket spring system</li><li>Body moulding memory foam</li><li>Hypoallergenic and dust mite free</li><li>Mattress Depth: 25cm</li><li>Comfort: Medium/Firm</li></ul>,,,,,<ul><li>1000 Mirapocket spring system</li><li>Body moulding memory foam</li><li>Hypoallergenic and dust mite free</li><li>Mattress Depth: 25cm</li><li>Comfort: Medium/Firm</li></ul>,,,,,,,,,100,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,1,0,0,0,1,"Silentnight Comfort Pocket Essentials Memory Mattress, Super King",0,simple,,,,,,,,,,Memory Foam,,,,,Silentnight,Medium/Firm,low,Mirapocket,,,,,,,,Super King Size (6'),,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,"base,base_mattress",Mattresses,simple,"164,177",25CEEC090MM0001,0,"Silentnight Comfort Essentials Mattress, Single",,,/c/o/core_a_essentials_easycare_matt_corner_co_2.jpg,/c/o/core_a_essentials_easycare_matt_corner_co_2.jpg,/c/o/core_a_essentials_easycare_matt_corner_co_2.jpg,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,No,Use config,,,,,,,Silentnight Essentials Mattress Easycare Mattress,SEMEM,No,,,,5.04E+12,Furniture > Beds & Accessories > Mattresses,silentnight-essentials-mattress-easycare-single,157.5,,,0,,,Silentnight,None,Enabled,No,Not Visible Individually,Taxable Goods,No,Firm,2 Weeks,Silentnight,,,Mattress,Essentials,Single (3'),,,Please select...,Please select...,Please select...,Please select...,,"<a href=""http://www.silentnightgroup.co.uk/Download/Certificate/1235/Core%20Range/Essentials%20Easy%20Care/flammability_certificate_silentnight.pdf/?retailer=General%20Consumer"" target=""_blank""><img src=""{{media url=""/wysiwyg/home/navigation/fire-safety-logo.png""}}"" style=""width:150px;"" align=""right"" style=""padding: 15px 15px 15px 15px;""></a><h4><strong>Our new Essentials range</strong></h4><p>The new essentials range from Silentnight offers great quality products at affordable prices.</p><h4><strong>Miracoil® Spring system</strong></h4><p>The unique zoned Miracoil® spring system offers comfort and support for all shapes and sizes. Unlike an ordinary circular spring system, Miracoil's unique shape has twice as many springs offering improved pressure relief, edge to edge support for maximum sleep space and zoned support right where you need it most. Tried and tested Miracoil® Spring System also has enhanced durability providing superior comfort over many years.  Our Miracoil® spring system will also offer the following benefits:<ul><li>Edge to edge support providing more personal sleep space</li><li>No roll together ensuring less partner disturbance</li><li>Zoned support for perfect spinal alignment</li><li>Pressure relief for a comfortable night's sleep</li></ul><h4><strong>Pressure relief</strong></h4><p>Pressure can build up into painful hotspots, causing pins and needles or aches and pains. Miracoil® spring systems give pressure relief for a comfortable night's sleep.</p><strong>Quality Assurance</strong></h4><ul><li>Accredited onsite laboratory to bring the best products to you.</li><li>Every Silentnight mattress type is tested to ensure it exceeds all British standards.</li><li>We are full members of the Furniture Industry Sustainability Program.</li><p><h4><strong>Fibre Content</strong></h4><p>Sleep Surface - 64% Polyester / 36% Polypropylene<br>Underside - 60% Polypropylene / 40% Polyester<br>Side Border - 64% Polyester / 36% Polypropylene</p></ul>
",<ul><li>Miracoil zoned spring system</li><li>Luxury loft mircro quilt cover</li><li>Hypoallergenic and dust mite free</li><li>Mattress Depth: 21cm</li><li>Comfort: Firm</li></ul>,,,,,<ul><li>Miracoil zoned spring system</li><li>Luxury loft mircro quilt cover</li><li>Hypoallergenic and dust mite free</li><li>Mattress Depth: 21cm</li><li>Comfort: Firm</li></ul>,,,,,,,,,100,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,1,0,1,0,0,1,1,"Silentnight Comfort Essentials Mattress, Single",0,simple,,,,,,,,,,Microquilt,,,,,Silentnight,Firm,low,Miracoil,,,,,,,,Single (3'),,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,"base,base_mattress",Mattresses,simple,"177,179,185",25CEEC120MM0001,0,"Silentnight Comfort Essentials Mattress, Small Double",,,/c/o/core_a_essentials_easycare_matt_corner_co_3.jpg,/c/o/core_a_essentials_easycare_matt_corner_co_3.jpg,/c/o/core_a_essentials_easycare_matt_corner_co_3.jpg,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,No,Use config,,,,,,,Silentnight Essentials Mattress Easycare Mattress,SEMEM,No,,,,5.04E+12,Furniture > Beds & Accessories > Mattresses,silentnight-essentials-mattress-easycare-small-double,224.17,,,0,,,Silentnight,None,Enabled,No,Not Visible Individually,Taxable Goods,No,Firm,2 Weeks,Silentnight,,,Mattress,Essentials,Small Double (4'),,,Please select...,Please select...,Please select...,Please select...,,"<a href=""http://www.silentnightgroup.co.uk/Download/Certificate/1235/Core%20Range/Essentials%20Easy%20Care/flammability_certificate_silentnight.pdf/?retailer=General%20Consumer"" target=""_blank""><img src=""{{media url=""/wysiwyg/home/navigation/fire-safety-logo.png""}}"" style=""width:150px;"" align=""right"" style=""padding: 15px 15px 15px 15px;""></a><h4><strong>Our new Essentials range</strong></h4><p>The new essentials range from Silentnight offers great quality products at affordable prices.</p><h4><strong>Miracoil® Spring system</strong></h4><p>The unique zoned Miracoil® spring system offers comfort and support for all shapes and sizes. Unlike an ordinary circular spring system, Miracoil's unique shape has twice as many springs offering improved pressure relief, edge to edge support for maximum sleep space and zoned support right where you need it most. Tried and tested Miracoil® Spring System also has enhanced durability providing superior comfort over many years.  Our Miracoil® spring system will also offer the following benefits:<ul><li>Edge to edge support providing more personal sleep space</li><li>No roll together ensuring less partner disturbance</li><li>Zoned support for perfect spinal alignment</li><li>Pressure relief for a comfortable night's sleep</li></ul><h4><strong>Pressure relief</strong></h4><p>Pressure can build up into painful hotspots, causing pins and needles or aches and pains. Miracoil® spring systems give pressure relief for a comfortable night's sleep.</p><strong>Quality Assurance</strong></h4><ul><li>Accredited onsite laboratory to bring the best products to you.</li><li>Every Silentnight mattress type is tested to ensure it exceeds all British standards.</li><li>We are full members of the Furniture Industry Sustainability Program.</li><p><h4><strong>Fibre Content</strong></h4><p>Sleep Surface - 64% Polyester / 36% Polypropylene<br>Underside - 60% Polypropylene / 40% Polyester<br>Side Border - 64% Polyester / 36% Polypropylene</p></ul>
",<ul><li>Miracoil zoned spring system</li><li>Luxury loft mircro quilt cover</li><li>Hypoallergenic and dust mite free</li><li>Mattress Depth: 21cm</li><li>Comfort: Firm</li></ul>,,,,,<ul><li>Miracoil zoned spring system</li><li>Luxury loft mircro quilt cover</li><li>Hypoallergenic and dust mite free</li><li>Mattress Depth: 21cm</li><li>Comfort: Firm</li></ul>,,,,,,,,,100,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,1,0,0,0,1,"Silentnight Comfort Essentials Mattress, Small Double",0,simple,,,,,,,,,,Microquilt,,,,,Silentnight,Firm,low,Miracoil,,,,,,,,Small Double (4'),,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,"base,base_mattress",Mattresses,simple,"165,177",25CEEC135MM0001,0,"Silentnight Comfort Essentials Mattress, Double",,,/c/o/core_a_essentials_easycare_matt_corner_co_4.jpg,/c/o/core_a_essentials_easycare_matt_corner_co_4.jpg,/c/o/core_a_essentials_easycare_matt_corner_co_4.jpg,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,No,Use config,,,,,,,Silentnight Essentials Mattress Easycare Mattress,SEMEM,No,,,,5.04E+12,Furniture > Beds & Accessories > Mattresses,silentnight-essentials-mattress-easycare-double,224.17,,,0,,,Silentnight,None,Enabled,No,Not Visible Individually,Taxable Goods,No,Firm,2 Weeks,Silentnight,,,Mattress,Essentials,"Double (4'6"")",,,Please select...,Please select...,Please select...,Please select...,,"<a href=""http://www.silentnightgroup.co.uk/Download/Certificate/1235/Core%20Range/Essentials%20Easy%20Care/flammability_certificate_silentnight.pdf/?retailer=General%20Consumer"" target=""_blank""><img src=""{{media url=""/wysiwyg/home/navigation/fire-safety-logo.png""}}"" style=""width:150px;"" align=""right"" style=""padding: 15px 15px 15px 15px;""></a><h4><strong>Our new Essentials range</strong></h4><p>The new essentials range from Silentnight offers great quality products at affordable prices.</p><h4><strong>Miracoil® Spring system</strong></h4><p>The unique zoned Miracoil® spring system offers comfort and support for all shapes and sizes. Unlike an ordinary circular spring system, Miracoil's unique shape has twice as many springs offering improved pressure relief, edge to edge support for maximum sleep space and zoned support right where you need it most. Tried and tested Miracoil® Spring System also has enhanced durability providing superior comfort over many years.  Our Miracoil® spring system will also offer the following benefits:<ul><li>Edge to edge support providing more personal sleep space</li><li>No roll together ensuring less partner disturbance</li><li>Zoned support for perfect spinal alignment</li><li>Pressure relief for a comfortable night's sleep</li></ul><h4><strong>Pressure relief</strong></h4><p>Pressure can build up into painful hotspots, causing pins and needles or aches and pains. Miracoil® spring systems give pressure relief for a comfortable night's sleep.</p><strong>Quality Assurance</strong></h4><ul><li>Accredited onsite laboratory to bring the best products to you.</li><li>Every Silentnight mattress type is tested to ensure it exceeds all British standards.</li><li>We are full members of the Furniture Industry Sustainability Program.</li><p><h4><strong>Fibre Content</strong></h4><p>Sleep Surface - 64% Polyester / 36% Polypropylene<br>Underside - 60% Polypropylene / 40% Polyester<br>Side Border - 64% Polyester / 36% Polypropylene</p></ul>
